Frequency,Magnitude
13900,2.62779e-08
13900.2,2.73676e-08
13900.4,2.4639e-08
13900.5,2.05183e-08
13900.7,2.33532e-08
13900.9,3.12253e-08
13901,3.85068e-08
13901.2,4.29817e-08
13901.4,4.2437e-08
13901.5,3.81484e-08
13901.7,3.30907e-08
13901.9,2.53529e-08
13902,1.9435e-08
13902.2,1.58937e-08
13902.4,2.18499e-08
13902.5,2.4489e-08
13902.7,2.2908e-08
13902.9,2.11357e-08
13903,2.27763e-08
13903.2,3.00406e-08
13903.4,3.36838e-08
13903.6,3.97907e-08
13903.7,4.10959e-08
13903.9,4.36703e-08
13904.1,4.26501e-08
13904.2,4.10226e-08
13904.4,3.816e-08
13904.6,3.51121e-08
13904.7,3.67174e-08
13904.9,4.2801e-08
13905.1,4.85746e-08
13905.2,4.98842e-08
13905.4,5.0676e-08
13905.6,5.11227e-08
13905.7,5.29387e-08
13905.9,5.00303e-08
13906.1,4.86806e-08
13906.2,4.67418e-08
13906.4,4.84775e-08
13906.6,4.75218e-08
13906.7,4.66342e-08
13906.9,4.13801e-08
13907.1,3.48916e-08
13907.3,3.10521e-08
13907.4,3.388e-08
13907.6,3.79582e-08
13907.8,3.72788e-08
13907.9,3.71419e-08
13908.1,3.28621e-08
13908.3,3.11333e-08
13908.4,2.38163e-08
13908.6,2.18033e-08
13908.8,1.89341e-08
13908.9,2.24145e-08
13909.1,2.49596e-08
13909.3,3.17462e-08
13909.4,3.34006e-08
13909.6,3.53536e-08
13909.8,3.72718e-08
13909.9,4.24771e-08
13910.1,4.61773e-08
13910.3,4.21865e-08
13910.4,3.95975e-08
13910.6,3.50026e-08
13910.8,3.70495e-08
13911,3.37159e-08
13911.1,2.95633e-08
13911.3,2.37944e-08
13911.5,1.96847e-08
13911.6,2.21523e-08
13911.8,2.23224e-08
13912,2.25784e-08
13912.1,2.15718e-08
13912.3,2.75997e-08
13912.5,3.35715e-08
13912.6,3.71314e-08
13912.8,3.76207e-08
13913,3.23971e-08
13913.1,3.08442e-08
13913.3,3.54005e-08
13913.5,4.54088e-08
13913.6,5.15876e-08
13913.8,5.46463e-08
13914,5.85148e-08
13914.2,5.94488e-08
13914.3,5.77625e-08
13914.5,5.19703e-08
13914.7,4.78566e-08
13914.8,4.41189e-08
13915,4.04439e-08
13915.2,3.90712e-08
13915.3,4.21136e-08
13915.5,4.63564e-08
13915.7,4.7896e-08
13915.8,4.8062e-08
13916,4.83129e-08
13916.2,5.43094e-08
13916.3,6.04327e-08
13916.5,6.47989e-08
13916.7,6.43687e-08
13916.8,6.2917e-08
13917,6.4099e-08
13917.2,6.13645e-08
13917.3,5.96387e-08
13917.5,5.82045e-08
13917.7,6.58218e-08
13917.9,6.95177e-08
13918,6.66377e-08
13918.2,6.16081e-08
13918.4,5.74455e-08
13918.5,6.0972e-08
13918.7,6.07697e-08
13918.9,6.58622e-08
13919,6.77411e-08
13919.2,7.03074e-08
13919.4,6.83987e-08
13919.5,6.40729e-08
13919.7,6.05456e-08
13919.9,5.59499e-08
13920,5.53725e-08
13920.2,5.39891e-08
13920.4,5.38647e-08
13920.5,5.25016e-08
13920.7,5.38525e-08
13920.9,5.54825e-08
13921,5.62484e-08
13921.2,5.17849e-08
13921.4,4.75477e-08
13921.6,4.6398e-08
13921.7,5.17181e-08
13921.9,5.53978e-08
13922.1,5.68182e-08
13922.2,5.46362e-08
13922.4,5.32999e-08
13922.6,5.47951e-08
13922.7,5.95234e-08
13922.9,6.33988e-08
13923.1,6.59935e-08
13923.2,6.59185e-08
13923.4,6.38547e-08
13923.6,6.25702e-08
13923.7,6.24176e-08
13923.9,6.52183e-08
13924.1,6.45067e-08
13924.2,6.69882e-08
13924.4,6.64061e-08
13924.6,6.85892e-08
13924.7,6.76644e-08
13924.9,7.16822e-08
13925.1,7.38962e-08
13925.3,7.99984e-08
13925.4,8.69813e-08
13925.6,9.6333e-08
13925.8,1.01636e-07
13925.9,1.03671e-07
13926.1,1.05616e-07
13926.3,1.04398e-07
13926.4,1.07469e-07
13926.6,1.07373e-07
13926.8,1.12495e-07
13926.9,1.11339e-07
13927.1,1.16105e-07
13927.3,1.20526e-07
13927.4,1.27979e-07
13927.6,1.32053e-07
13927.8,1.33543e-07
13927.9,1.3691e-07
13928.1,1.38924e-07
13928.3,1.41833e-07
13928.4,1.40573e-07
13928.6,1.41409e-07
13928.8,1.43188e-07
13929,1.501e-07
13929.1,1.57575e-07
13929.3,1.66245e-07
13929.5,1.69427e-07
13929.6,1.68275e-07
13929.8,1.6474e-07
13930,1.64285e-07
13930.1,1.68243e-07
13930.3,1.69571e-07
13930.5,1.69173e-07
13930.6,1.68351e-07
13930.8,1.71347e-07
13931,1.75231e-07
13931.1,1.73948e-07
13931.3,1.70556e-07
13931.5,1.65056e-07
13931.6,1.67186e-07
13931.8,1.71104e-07
13932,1.71342e-07
13932.2,1.63882e-07
13932.3,1.5588e-07
13932.5,1.59935e-07
13932.7,1.68971e-07
13932.8,1.77512e-07
13933,1.74506e-07
13933.2,1.69356e-07
13933.3,1.63425e-07
13933.5,1.65294e-07
13933.7,1.65483e-07
13933.8,1.65469e-07
13934,1.65562e-07
13934.2,1.68259e-07
13934.3,1.69153e-07
13934.5,1.61034e-07
13934.7,1.50046e-07
13934.8,1.38531e-07
13935,1.38301e-07
13935.2,1.40158e-07
13935.3,1.4329e-07
13935.5,1.38703e-07
13935.7,1.32383e-07
13935.9,1.23952e-07
13936,1.19192e-07
13936.2,1.15804e-07
13936.4,1.1446e-07
13936.5,1.16228e-07
13936.7,1.19185e-07
13936.9,1.2003e-07
13937,1.12876e-07
13937.2,1.07594e-07
13937.4,1.0313e-07
13937.5,1.01e-07
13937.7,9.05437e-08
13937.9,8.01193e-08
13938,7.37415e-08
13938.2,7.30849e-08
13938.4,7.40942e-08
13938.5,7.43934e-08
13938.7,7.20242e-08
13938.9,6.10998e-08
13939,5.29172e-08
13939.2,5.55257e-08
13939.4,6.45263e-08
13939.6,6.51881e-08
13939.7,5.96173e-08
13939.9,5.14807e-08
13940.1,4.73919e-08
13940.2,4.38054e-08
13940.4,4.15724e-08
13940.6,3.81676e-08
13940.7,3.82949e-08
13940.9,3.95451e-08
13941.1,4.42799e-08
13941.2,4.79989e-08
13941.4,4.96719e-08
13941.6,5.35846e-08
13941.7,5.95923e-08
13941.9,6.91853e-08
13942.1,6.91351e-08
13942.2,6.77613e-08
13942.4,6.06588e-08
13942.6,5.77602e-08
13942.7,5.48097e-08
13942.9,5.62834e-08
13943.1,5.89357e-08
13943.3,5.75649e-08
13943.4,5.51469e-08
13943.6,5.23665e-08
13943.8,5.52775e-08
13943.9,5.49134e-08
13944.1,5.76949e-08
13944.3,6.11179e-08
13944.4,6.84638e-08
13944.6,7.03078e-08
13944.8,7.08603e-08
13944.9,6.84139e-08
13945.1,6.71455e-08
13945.3,6.44621e-08
13945.4,6.13104e-08
13945.6,6.0143e-08
13945.8,6.28005e-08
13945.9,6.88789e-08
13946.1,7.05126e-08
13946.3,6.94271e-08
13946.5,6.59535e-08
13946.6,6.88961e-08
13946.8,7.03763e-08
13947,7.07771e-08
13947.1,6.91086e-08
13947.3,7.22766e-08
13947.5,7.63646e-08
13947.6,7.57328e-08
13947.8,7.18415e-08
13948,6.25711e-08
13948.1,5.54544e-08
13948.3,5.06314e-08
13948.5,5.75918e-08
13948.6,6.46153e-08
13948.8,6.79151e-08
13949,6.27572e-08
13949.1,5.61337e-08
13949.3,5.4288e-08
13949.5,5.67036e-08
13949.6,5.77323e-08
13949.8,5.15427e-08
13950,4.83262e-08
13950.2,4.72622e-08
13950.3,5.11449e-08
13950.5,4.58935e-08
13950.7,4.34962e-08
13950.8,4.04988e-08
13951,4.32658e-08
13951.2,4.26426e-08
13951.3,4.04662e-08
13951.5,3.98813e-08
13951.7,3.82665e-08
13951.8,3.94795e-08
13952,3.39773e-08
13952.2,2.9079e-08
13952.3,2.37966e-08
13952.5,2.39318e-08
13952.7,1.95756e-08
13952.8,1.21494e-08
13953,7.3893e-09
13953.2,1.82291e-08
13953.3,2.27118e-08
13953.5,2.51956e-08
13953.7,1.87681e-08
13953.9,1.65346e-08
13954,1.22701e-08
13954.2,8.25983e-09
13954.4,5.36975e-09
13954.5,1.31698e-08
13954.7,1.79945e-08
13954.9,1.92155e-08
13955,1.86374e-08
13955.2,1.61191e-08
13955.4,1.87165e-08
13955.5,2.08425e-08
13955.7,2.01404e-08
13955.9,1.56627e-08
13956,9.52938e-09
13956.2,9.13038e-09
13956.4,1.20866e-08
13956.5,1.57982e-08
13956.7,1.92726e-08
13956.9,2.13107e-08
13957,2.5627e-08
13957.2,2.48553e-08
13957.4,2.78295e-08
13957.6,2.55125e-08
13957.7,2.60244e-08
13957.9,2.15056e-08
13958.1,1.74845e-08
13958.2,1.36707e-08
13958.4,1.3487e-08
13958.6,1.22495e-08
13958.7,1.53361e-08
13958.9,1.97177e-08
13959.1,2.31617e-08
13959.2,2.30969e-08
13959.4,1.73629e-08
13959.6,1.84784e-08
13959.7,1.98852e-08
13959.9,2.55613e-08
13960.1,2.3932e-08
13960.2,2.47442e-08
13960.4,2.38674e-08
13960.6,2.40346e-08
13960.7,2.07475e-08
13960.9,1.51701e-08
13961.1,1.30569e-08
13961.3,1.01382e-08
13961.4,5.00052e-09
13961.6,6.78409e-09
13961.8,1.52141e-08
13961.9,1.89107e-08
13962.1,1.89341e-08
13962.3,1.62556e-08
13962.4,1.59525e-08
13962.6,1.48834e-08
13962.8,1.17025e-08
13962.9,7.5551e-09
13963.1,4.22607e-09
13963.3,5.53904e-09
13963.4,7.85065e-09
13963.6,8.53936e-09
13963.8,8.34253e-09
13963.9,7.14875e-09
13964.1,4.49768e-09
13964.3,1.7621e-09
13964.5,3.41879e-09
13964.6,4.46566e-09
13964.8,8.04525e-09
13965,1.31412e-08
13965.1,1.81137e-08
13965.3,2.09963e-08
13965.5,1.56784e-08
13965.6,8.89081e-09
13965.8,2.58652e-09
13966,7.75663e-09
13966.1,1.05318e-08
13966.3,1.55736e-08
13966.5,1.72051e-08
13966.6,1.29186e-08
13966.8,1.26601e-08
13967,6.79734e-09
13967.1,7.0686e-09
13967.3,3.7409e-09
13967.5,4.25163e-09
13967.6,8.59968e-09
13967.8,1.47236e-08
13968,1.4188e-08
13968.2,1.86706e-08
13968.3,1.87863e-08
13968.5,1.88377e-08
13968.7,1.74709e-08
13968.8,1.28631e-08
13969,1.21812e-08
13969.2,7.31017e-09
13969.3,7.30706e-09
13969.5,7.98201e-09
13969.7,1.22261e-08
13969.8,1.29331e-08
13970,1.25225e-08
13970.2,9.45171e-09
13970.3,4.5883e-09
13970.5,7.86046e-09
13970.7,1.147e-08
13970.8,1.3877e-08
13971,1.3663e-08
13971.2,1.51405e-08
13971.3,1.66589e-08
13971.5,1.98787e-08
13971.7,2.55083e-08
13971.9,2.60817e-08
13972,2.42044e-08
13972.2,1.80306e-08
13972.4,2.00915e-08
13972.5,2.17112e-08
13972.7,2.34885e-08
13972.9,2.39148e-08
13973,2.49968e-08
13973.2,2.25371e-08
13973.4,1.67538e-08
13973.5,1.50049e-08
13973.7,1.89762e-08
13973.9,2.06422e-08
13974,1.98908e-08
13974.2,1.80936e-08
13974.4,1.94692e-08
13974.5,2.29369e-08
13974.7,2.85891e-08
13974.9,3.36355e-08
13975,3.39723e-08
13975.2,3.4264e-08
13975.4,3.20464e-08
13975.6,3.48481e-08
13975.7,3.37492e-08
13975.9,3.21441e-08
13976.1,2.73159e-08
13976.2,2.60281e-08
13976.4,2.70631e-08
13976.6,2.91165e-08
13976.7,2.90964e-08
13976.9,2.96199e-08
13977.1,3.00559e-08
13977.2,3.13439e-08
13977.4,3.28332e-08
13977.6,3.6039e-08
13977.7,3.96715e-08
13977.9,4.00523e-08
13978.1,3.8873e-08
13978.2,3.59064e-08
13978.4,3.8051e-08
13978.6,4.11497e-08
13978.7,4.29871e-08
13978.9,4.11909e-08
13979.1,3.81546e-08
13979.3,3.89824e-08
13979.4,4.19805e-08
13979.6,4.5614e-08
13979.8,4.68308e-08
13979.9,4.53121e-08
13980.1,4.57706e-08
13980.3,4.42321e-08
13980.4,4.69872e-08
13980.6,4.47137e-08
13980.8,4.41096e-08
13980.9,3.66584e-08
13981.1,2.83153e-08
13981.3,2.297e-08
13981.4,2.9848e-08
13981.6,3.9319e-08
13981.8,4.35746e-08
13981.9,4.36726e-08
13982.1,3.71524e-08
13982.3,3.63248e-08
13982.5,3.48541e-08
13982.6,3.97122e-08
13982.8,4.25187e-08
13983,4.61818e-08
13983.1,4.38461e-08
13983.3,4.03951e-08
13983.5,3.44321e-08
13983.6,2.75633e-08
13983.8,1.86737e-08
13984,1.96038e-08
13984.1,2.43074e-08
13984.3,2.75569e-08
13984.5,2.35224e-08
13984.6,1.96416e-08
13984.8,2.00985e-08
13985,2.31729e-08
13985.1,2.40579e-08
13985.3,1.89208e-08
13985.5,1.96939e-08
13985.6,2.13688e-08
13985.8,2.43178e-08
13986,1.73989e-08
13986.2,1.63673e-08
13986.3,2.03401e-08
13986.5,2.72963e-08
13986.7,2.43007e-08
13986.8,1.7662e-08
13987,1.07685e-08
13987.2,1.33066e-08
13987.3,1.53869e-08
13987.5,1.88578e-08
13987.7,1.76389e-08
13987.8,1.34672e-08
13988,1.18018e-08
13988.2,2.37453e-08
13988.3,3.06444e-08
13988.5,3.18938e-08
13988.7,2.93345e-08
13988.8,3.25966e-08
13989,4.00301e-08
13989.2,4.39062e-08
13989.3,4.34996e-08
13989.5,3.6074e-08
13989.7,3.46973e-08
13989.9,3.6474e-08
13990,4.52772e-08
13990.2,4.58168e-08
13990.4,4.75329e-08
13990.5,4.34557e-08
13990.7,4.13734e-08
13990.9,4.06459e-08
13991,4.25923e-08
13991.2,4.8028e-08
13991.4,4.61485e-08
13991.5,4.76918e-08
13991.7,4.41666e-08
13991.9,4.75076e-08
13992,4.61152e-08
13992.2,4.66475e-08
13992.4,4.4961e-08
13992.5,4.27623e-08
13992.7,4.12608e-08
13992.9,3.75712e-08
13993,3.43357e-08
13993.2,2.79908e-08
13993.4,2.51079e-08
13993.6,2.20765e-08
13993.7,2.37752e-08
13993.9,2.17081e-08
13994.1,2.28714e-08
13994.2,1.99728e-08
13994.4,2.43645e-08
13994.6,2.56211e-08
13994.7,3.12431e-08
13994.9,2.9237e-08
13995.1,2.64309e-08
13995.2,2.37778e-08
13995.4,2.7884e-08
13995.6,3.18645e-08
13995.7,2.9276e-08
13995.9,2.53571e-08
13996.1,2.24211e-08
13996.2,2.8987e-08
13996.4,3.05349e-08
13996.6,2.94027e-08
13996.8,2.07248e-08
13996.9,2.27212e-08
13997.1,2.77248e-08
13997.3,3.34832e-08
13997.4,3.0406e-08
13997.6,2.82188e-08
13997.8,2.56099e-08
13997.9,2.65352e-08
13998.1,2.69989e-08
13998.3,3.10329e-08
13998.4,3.41959e-08
13998.6,3.86655e-08
13998.8,4.35401e-08
13998.9,4.71723e-08
13999.1,4.73746e-08
13999.3,4.19847e-08
13999.4,3.92602e-08
13999.6,3.7273e-08
13999.8,4.08198e-08
13999.9,4.5482e-08
14000.1,5.11956e-08
14000.3,5.12259e-08
14000.5,4.8053e-08
14000.6,4.4746e-08
14000.8,4.78689e-08
14001,4.95873e-08
14001.1,5.30706e-08
14001.3,5.05893e-08
14001.5,5.05543e-08
14001.6,4.57971e-08
14001.8,4.14449e-08
14002,3.92375e-08
14002.1,3.56028e-08
14002.3,3.7798e-08
14002.5,3.83214e-08
14002.6,4.62661e-08
14002.8,4.37942e-08
14003,4.08061e-08
14003.1,3.26063e-08
14003.3,2.85483e-08
14003.5,2.5429e-08
14003.6,2.04529e-08
14003.8,1.63639e-08
14004,1.05791e-08
14004.2,1.07638e-08
14004.3,1.13079e-08
14004.5,1.40849e-08
14004.7,1.08597e-08
14004.8,1.17582e-08
14005,1.11603e-08
14005.2,1.32143e-08
14005.3,1.74079e-08
14005.5,1.67948e-08
14005.7,1.99468e-08
14005.8,2.07292e-08
14006,2.37443e-08
14006.2,2.4995e-08
14006.3,2.60311e-08
14006.5,3.20576e-08
14006.7,3.85659e-08
14006.8,4.68926e-08
14007,5.02069e-08
14007.2,5.45501e-08
14007.3,5.473e-08
14007.5,5.673e-08
14007.7,5.93976e-08
14007.9,6.34135e-08
14008,6.55603e-08
14008.2,6.39069e-08
14008.4,6.41247e-08
14008.5,6.53115e-08
14008.7,6.7526e-08
14008.9,6.88655e-08
14009,7.299e-08
14009.2,7.915e-08
14009.4,8.4193e-08
14009.5,8.82645e-08
14009.7,9.34856e-08
14009.9,9.78165e-08
14010,9.92001e-08
14010.2,9.53857e-08
14010.4,9.29981e-08
14010.5,9.24573e-08
14010.7,9.69928e-08
14010.9,1.01244e-07
14011,1.06543e-07
14011.2,1.08173e-07
14011.4,1.05658e-07
14011.6,1.00209e-07
14011.7,9.44854e-08
14011.9,9.84354e-08
14012.1,1.03385e-07
14012.2,1.08884e-07
14012.4,1.03574e-07
14012.6,1.01559e-07
14012.7,1.03061e-07
14012.9,1.10442e-07
14013.1,1.14398e-07
14013.2,1.13304e-07
14013.4,1.10937e-07
14013.6,1.02774e-07
14013.7,9.71152e-08
14013.9,9.45753e-08
14014.1,9.92254e-08
14014.2,9.77927e-08
14014.4,9.31681e-08
14014.6,8.82085e-08
14014.8,9.0955e-08
14014.9,9.20741e-08
14015.1,9.10511e-08
14015.3,8.63734e-08
14015.4,8.1431e-08
14015.6,7.80147e-08
14015.8,7.61598e-08
14015.9,7.83418e-08
14016.1,7.72626e-08
14016.3,7.5123e-08
14016.4,6.69822e-08
14016.6,5.79342e-08
14016.8,4.69274e-08
14016.9,4.2273e-08
14017.1,4.03322e-08
14017.3,4.0497e-08
14017.4,4.01849e-08
14017.6,4.36299e-08
14017.8,4.44896e-08
14017.9,4.28442e-08
14018.1,4.23015e-08
14018.3,4.03641e-08
14018.5,3.76536e-08
14018.6,3.10215e-08
14018.8,3.31419e-08
14019,3.38674e-08
14019.1,3.32157e-08
14019.3,2.93295e-08
14019.5,2.61897e-08
14019.6,2.32814e-08
14019.8,1.98396e-08
14020,2.44601e-08
14020.1,2.62971e-08
14020.3,2.62774e-08
14020.5,2.23084e-08
14020.6,2.52433e-08
14020.8,2.86663e-08
14021,3.14142e-08
14021.1,3.16573e-08
14021.3,2.96149e-08
14021.5,2.91468e-08
14021.6,3.1302e-08
14021.8,3.40754e-08
14022,2.95863e-08
14022.2,2.04578e-08
14022.3,1.96296e-08
14022.5,2.7773e-08
14022.7,3.45593e-08
14022.8,4.23592e-08
14023,5.10549e-08
14023.2,5.58804e-08
14023.3,5.36536e-08
14023.5,5.02964e-08
14023.7,4.87014e-08
14023.8,4.64226e-08
14024,4.2999e-08
14024.2,4.1718e-08
14024.3,4.4079e-08
14024.5,4.38939e-08
14024.7,3.88509e-08
14024.8,3.50033e-08
14025,3.89024e-08
14025.2,5.0727e-08
14025.3,5.94187e-08
14025.5,6.32667e-08
14025.7,6.23152e-08
14025.9,5.92202e-08
14026,5.59957e-08
14026.2,5.28708e-08
14026.4,5.638e-08
14026.5,6.20535e-08
14026.7,6.317e-08
14026.9,6.09844e-08
14027,5.96528e-08
14027.2,6.53568e-08
14027.4,6.70423e-08
14027.5,6.60052e-08
14027.7,6.35865e-08
14027.9,6.41067e-08
14028,6.29015e-08
14028.2,5.74878e-08
14028.4,5.77251e-08
14028.5,6.3083e-08
14028.7,6.81379e-08
14028.9,6.64895e-08
14029.1,6.79049e-08
14029.2,6.85118e-08
14029.4,6.98957e-08
14029.6,6.43836e-08
14029.7,6.39557e-08
14029.9,6.30121e-08
14030.1,6.73152e-08
14030.2,7.04632e-08
14030.4,7.34029e-08
14030.6,7.24892e-08
14030.7,6.93857e-08
14030.9,7.11985e-08
14031.1,7.1528e-08
14031.2,7.30217e-08
14031.4,7.06443e-08
14031.6,7.06532e-08
14031.7,6.34449e-08
14031.9,5.93586e-08
14032.1,5.48227e-08
14032.2,5.67623e-08
14032.4,5.3137e-08
14032.6,5.46935e-08
14032.8,5.35011e-08
14032.9,4.92256e-08
14033.1,4.01946e-08
14033.3,3.80699e-08
14033.4,4.42913e-08
14033.6,4.66492e-08
14033.8,4.51832e-08
14033.9,3.95314e-08
14034.1,3.8657e-08
14034.3,3.72397e-08
14034.4,4.2561e-08
14034.6,4.35072e-08
14034.8,4.50744e-08
14034.9,4.04369e-08
14035.1,4.21115e-08
14035.3,4.03653e-08
14035.4,4.06957e-08
14035.6,3.67363e-08
14035.8,3.5111e-08
14035.9,3.09275e-08
14036.1,3.12704e-08
14036.3,3.36854e-08
14036.5,3.79411e-08
14036.6,3.63919e-08
14036.8,3.25724e-08
14037,3.05741e-08
14037.1,3.19468e-08
14037.3,3.55356e-08
14037.5,3.48423e-08
14037.6,3.39282e-08
14037.8,2.68705e-08
14038,2.53022e-08
14038.1,2.61296e-08
14038.3,3.15827e-08
14038.5,3.20992e-08
14038.6,3.39192e-08
14038.8,3.77037e-08
14039,4.67855e-08
14039.1,5.26871e-08
14039.3,5.74518e-08
14039.5,5.36414e-08
14039.6,4.97061e-08
14039.8,4.34179e-08
14040,4.53857e-08
14040.2,4.77602e-08
14040.3,4.58006e-08
14040.5,4.0951e-08
14040.7,3.38933e-08
14040.8,3.55052e-08
14041,3.52284e-08
14041.2,3.94731e-08
14041.3,4.01601e-08
14041.5,4.47704e-08
14041.7,4.58924e-08
14041.8,4.62726e-08
14042,4.09257e-08
14042.2,3.45229e-08
14042.3,3.33302e-08
14042.5,3.66157e-08
14042.7,3.80841e-08
14042.8,3.46455e-08
14043,3.16223e-08
14043.2,2.76245e-08
14043.3,2.76927e-08
14043.5,2.68287e-08
14043.7,3.29503e-08
14043.9,3.90362e-08
14044,4.69201e-08
14044.2,4.78373e-08
14044.4,4.2533e-08
14044.5,3.82712e-08
14044.7,3.16834e-08
14044.9,2.86077e-08
14045,1.89493e-08
14045.2,2.26843e-08
14045.4,2.88431e-08
14045.5,3.45068e-08
14045.7,3.17138e-08
14045.9,2.55848e-08
14046,2.15467e-08
14046.2,1.85047e-08
14046.4,2.01977e-08
14046.5,1.94348e-08
14046.7,1.83762e-08
14046.9,1.62636e-08
14047.1,1.57879e-08
14047.2,1.27461e-08
14047.4,1.13968e-08
14047.6,1.65276e-08
14047.7,2.30426e-08
14047.9,2.32907e-08
14048.1,2.11875e-08
14048.2,1.90488e-08
14048.4,2.53689e-08
14048.6,2.80468e-08
14048.7,3.13584e-08
14048.9,3.28858e-08
14049.1,3.76153e-08
14049.2,3.72164e-08
14049.4,3.67265e-08
14049.6,3.40995e-08
14049.7,3.35135e-08
14049.9,3.09226e-08
14050.1,2.71879e-08
14050.2,2.40228e-08
14050.4,2.18247e-08
14050.6,2.98033e-08
14050.8,3.5607e-08
14050.9,3.91878e-08
14051.1,3.22924e-08
14051.3,3.04296e-08
14051.4,3.23422e-08
14051.6,3.6367e-08
14051.8,3.63156e-08
14051.9,3.14393e-08
14052.1,2.78527e-08
14052.3,2.66884e-08
14052.4,3.19189e-08
14052.6,3.91248e-08
14052.8,4.28874e-08
14052.9,4.16384e-08
14053.1,3.30525e-08
14053.3,2.74753e-08
14053.4,2.82165e-08
14053.6,3.3218e-08
14053.8,3.70343e-08
14053.9,3.7816e-08
14054.1,3.73236e-08
14054.3,3.51198e-08
14054.5,3.57959e-08
14054.6,3.53719e-08
14054.8,3.32823e-08
14055,3.26572e-08
14055.1,3.09018e-08
14055.3,2.88571e-08
14055.5,2.56444e-08
14055.6,3.05606e-08
14055.8,3.45734e-08
14056,3.58735e-08
14056.1,3.47909e-08
14056.3,3.02636e-08
14056.5,2.70321e-08
14056.6,1.7858e-08
14056.8,1.63279e-08
14057,1.61842e-08
14057.1,2.17231e-08
14057.3,1.97812e-08
14057.5,1.9263e-08
14057.6,2.07918e-08
14057.8,3.18997e-08
14058,3.96779e-08
14058.2,4.18833e-08
14058.3,3.84646e-08
14058.5,3.12354e-08
14058.7,2.69316e-08
14058.8,2.30228e-08
14059,2.15974e-08
14059.2,2.13801e-08
14059.3,2.41394e-08
14059.5,2.60971e-08
14059.7,2.84566e-08
14059.8,2.90475e-08
14060,2.73048e-08
14060.2,2.06142e-08
14060.3,1.62319e-08
14060.5,1.56924e-08
14060.7,1.73481e-08
14060.8,1.61391e-08
14061,2.10787e-08
14061.2,2.45486e-08
14061.3,2.68162e-08
14061.5,2.44053e-08
14061.7,2.36988e-08
14061.9,2.28522e-08
14062,2.19978e-08
14062.2,2.21528e-08
14062.4,2.1718e-08
14062.5,1.92731e-08
14062.7,1.65081e-08
14062.9,1.43456e-08
14063,1.50365e-08
14063.2,1.59762e-08
14063.4,2.09833e-08
14063.5,2.2682e-08
14063.7,2.41866e-08
14063.9,2.64063e-08
14064,3.00894e-08
14064.2,3.23507e-08
14064.4,2.90095e-08
14064.5,3.13211e-08
14064.7,3.3563e-08
14064.9,3.73325e-08
14065.1,3.09929e-08
14065.2,2.55085e-08
14065.4,1.91142e-08
14065.6,2.02863e-08
14065.7,2.01069e-08
14065.9,1.75892e-08
14066.1,1.29083e-08
14066.2,7.08633e-09
14066.4,1.1292e-08
14066.6,1.12013e-08
14066.7,1.20364e-08
14066.9,1.31842e-08
14067.1,2.13489e-08
14067.2,2.08613e-08
14067.4,2.1092e-08
14067.6,1.48313e-08
14067.7,1.16683e-08
14067.9,9.80893e-09
14068.1,1.5169e-08
14068.2,1.81185e-08
14068.4,1.6469e-08
14068.6,9.70887e-09
14068.8,8.38531e-09
14068.9,1.64246e-08
14069.1,2.48892e-08
14069.3,2.99536e-08
14069.4,3.14003e-08
14069.6,2.92895e-08
14069.8,2.28791e-08
14069.9,2.22997e-08
14070.1,2.16491e-08
14070.3,2.13684e-08
14070.4,1.44361e-08
14070.6,1.80487e-08
14070.8,2.47756e-08
14070.9,3.06031e-08
14071.1,2.96881e-08
14071.3,2.84015e-08
14071.4,3.28552e-08
14071.6,3.45544e-08
14071.8,3.95244e-08
14071.9,3.78629e-08
14072.1,3.88015e-08
14072.3,3.5134e-08
14072.5,3.26256e-08
14072.6,2.94374e-08
14072.8,2.45292e-08
14073,2.52825e-08
14073.1,2.75968e-08
14073.3,2.95397e-08
14073.5,2.58037e-08
14073.6,2.18441e-08
14073.8,1.7187e-08
14074,1.84114e-08
14074.1,2.20371e-08
14074.3,2.73944e-08
14074.5,2.45403e-08
14074.6,2.30377e-08
14074.8,1.9617e-08
14075,2.67841e-08
14075.1,2.99497e-08
14075.3,3.47545e-08
14075.5,3.33753e-08
14075.6,2.86126e-08
14075.8,2.53437e-08
14076,2.35745e-08
14076.2,2.4059e-08
14076.3,1.88058e-08
14076.5,1.95818e-08
14076.7,2.44347e-08
14076.8,3.11062e-08
14077,2.97342e-08
14077.2,2.85362e-08
14077.3,2.23023e-08
14077.5,2.15619e-08
14077.7,2.24509e-08
14077.8,3.06127e-08
14078,3.53109e-08
14078.2,3.77474e-08
14078.3,3.58016e-08
14078.5,3.08439e-08
14078.7,2.50668e-08
14078.8,2.11219e-08
14079,2.27977e-08
14079.2,2.90739e-08
14079.4,3.24519e-08
14079.5,3.42548e-08
14079.7,3.45509e-08
14079.9,3.41092e-08
14080,3.42778e-08
14080.2,2.80249e-08
14080.4,2.34703e-08
14080.5,2.02095e-08
14080.7,2.99712e-08
14080.9,3.52173e-08
14081,3.76136e-08
14081.2,3.10766e-08
14081.4,2.42134e-08
14081.5,1.80072e-08
14081.7,1.6741e-08
14081.9,1.80704e-08
14082,2.33671e-08
14082.2,2.53757e-08
14082.4,2.62073e-08
14082.5,2.65977e-08
14082.7,2.6036e-08
14082.9,2.52778e-08
14083.1,2.11105e-08
14083.2,2.17068e-08
14083.4,2.05297e-08
14083.6,2.22855e-08
14083.7,1.85166e-08
